DIRECCIÓN;TIPO_EVENTO;SUBSECTOR;PROYECTO;TITULAR;MODALIDAD;LUGAR;DEPARTAMENTO;FECHA;HORA;ESTADO;NUMERO_ASISTENTES;NUMERO_MUJERES;NUMERO_HOMBRES;NUMERO_PREGUNTAS;FECHA_CORTE
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 9 : HUAROCHIRÍ
LOCAL DE LA COMUNIDAD CAMPESINA DE SUNI , UBICADO EN  MZ 47 LOTE 20, HUAROCHIRÍ,
FRENTE A LA PLAZA PRINCIPAL                                                                                                                                                                                                                                                                               SIMULTÁNEO : A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230426;17:00:00;REALIZADO;63;23;40;26;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;TERCERA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA LAGUNAS NORTE;MINERA BOROO MISQUICHILCA S.A.;PRESENCIAL;CASERÍO CHUYUGUAL (DISTRITO DE SANAGORÁN, PROVINCIA DE SÁNCHEZ CARRIÓN, DEPARTAMENTO DE LA LIBERTAD). REFERENCIA: A 3 CUADRAS DE LA PLAZA DE ARMAS DE CHUYUGUAL.;LA LIBERTAD;20230427;10:00:00;REALIZADO;549;327;222;46;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 10 : SANTIAGO DE ANCHUCAYA
LOCAL AUDITORIO MUNICIPAL DE SANTIAGO DE ANCHUCAYA, UBICADO EN JIRÓN HUÁNUCO S/N, SANTIAGO DE ANCHUCAYA, HUAROCHIRÍ                                                                                                                                                                                                                                                                                      SIMULTÁNEO : A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230427;17:00:00;REALIZADO;43;19;24;17;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC CHUICUNI: SALÓN COMUNAL
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230505;11:00:00;REALIZADO;79;50;29;17;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;SALUD;MODIFICATORIA DEL ESTUDIO DE IMPACTO AMBIENTAL (EIA-SD) AMPLIACIÓN DE LA INFRAESTRUCTURA PARA LA DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS PELIGROSOS DEL ÁMBITO NO MUNICIPAL RELLENO DE  SEGURIDAD CUMBRE – CHICAMA – ASCOPE – LA LIBERTAD;INNOVA AMBIENTAL S.A;PRESENCIAL;PRESENCIAL: LOCAL MUNICIPAL DE LA MUNICIPALIDAD DEL CENTRO POBLADO LUZ DEL SOL;LA LIBERTAD;20230507;10:00:00;REALIZADO;55;30;25;31;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC HUANACOPAMPA: LOCAL COMUNAL
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230510;17:00:00;REALIZADO;103;61;42;13;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC QUEUÑA: PLAZA DE QUEÑUA CENTRO
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230512;11:00:00;REALIZADO;283;153;130;20;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC CCONCCACCA: SALÓN COMUNAL
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230515;10:00:00;REALIZADO;67;42;25;6;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC QUELLO: TAMBO QUELLO
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230516;11:00:00;REALIZADO;171;87;84;20;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC CHOQUECCA ANTIO: SALÓN COMUNAL
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230519;15:00:00;REALIZADO;69;48;21;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN 138 KV PUERTO MALDONADO-IBERIA;PUERTO MALDONADO TRANSMISORA ENERGÍA S.A.C ;PRESENCIAL;"SEDE 1:TAMBOPATA
LOCAL AUDITORIO DE LA UNIVERSIDAD NACIONAL AMAZÓNICA, UBICADO EN AV. JORGE CHÁVEZ N° 1160, TAMBOPATA                                                                                                                                                                                                                                                                                   SIMULTÁNEO : A TRAVÉS DE LA RADIO MADRE DE DIOS 92.5 FM HTTPS://WWW.FACEBOOK.COM/RADIOMADREDEDIOS/";PUERTO MALDONADO;20230519;16:00:00;REALIZADO;39;18;21;39;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN 138 KV PUERTO MALDONADO-IBERIA;PUERTO MALDONADO TRANSMISORA ENERGÍA S.A.C ;PRESENCIAL;"SEDE 2: PLANCHÓN
LOCAL AUDITORIO MUNICIPALIDAD DE LAS PIEDRAS, UBICADO EN CARRETERA PUERTO MALDONADO - IBERIA KM 26, LAS PIEDRAS                                                                                                                                                                                                                                                                              SIMULTÁNEO : A TRAVÉS DE LA RADIO MADRE DE DIOS 92.5 FM HTTPS://WWW.FACEBOOK.COM/RADIOMADREDEDIOS/";PUERTO MALDONADO;20230520;16:00:00;REALIZADO;50;24;26;28;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC CHICÑAHUI: SALÓN COMUNAL
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230521;09:00:00;REALIZADO;23;13;10;14;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN 138 KV PUERTO MALDONADO-IBERIA;PUERTO MALDONADO TRANSMISORA ENERGÍA S.A.C ;PRESENCIAL;"SEDE 3: MAVILA
LOCAL SALÓN COMUNAL MAVILA, CARRETERA PUERTO MALDONADO - IBERIA KM 66, LAS PIEDRAS                                                                                                                                                                                                                                                                      SIMULTÁNEO : A TRAVÉS DE LA RADIO MADRE DE DIOS 92.5 FM HTTPS://WWW.FACEBOOK.COM/RADIOMADREDEDIOS/";PUERTO MALDONADO;20230521;16:00:00;REALIZADO;66;30;36;38;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL EIA-D PROYECTO CENTRAL HIDROELÉCTRICA SAN GABÁN II;EMPRESA DE GENERACIÓN ELÉCTRICA SAN GABÁN S.A.;PRESENCIAL;SALÓN COMUNAL DE LA COMUNIDAD CAMPESINA HUAYLLUMMA NINAHUISA;PUNO;20230524;09:00:00;REALIZADO;74;32;42;78;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL EIA-D PROYECTO CENTRAL HIDROELÉCTRICA SAN GABÁN II;EMPRESA DE GENERACIÓN ELÉCTRICA SAN GABÁN S.A.;PRESENCIAL;SALÓN COMUNAL DE LA COMUNIDAD CAMPESINA TÚPAC AMARU;PUNO;20230525;09:00:00;REALIZADO;65;30;35;26;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC QUEHUIRA: CASA COMUNAL
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230526;16:00:00;REALIZADO;0;0;0;9;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC CARMEN ALTO DE CHALLHUAHUACHO: CANCHA SINTÉTICA “BOMBONERA”
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230527;10:00:00;REALIZADO;79;50;29;20;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC MANUEL SEOANE CORRALES: PREB - MSC
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230529;09:00:00;REALIZADO;8;5;3;15;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;CUARTA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA LAS BAMBAS;MINERA LAS BAMBAS S.A.;MIXTO;"CC CCAHUAPIRHUA: SALÓN COMUNAL
•RADIO SURPHUY (810 AM Y 102.7 FM)  
•FACEBOOK DE RADIO SURPHUY EN: HTTPS://WWW.FACEBOOK.COM/WILLANAWASI 
•FACEBOOK DE LA OIP WILLANAWASI: HTTPS://WWW.WILLANAWASI.PE/ ";APURÍMAC;20230530;10:00:00;REALIZADO;64;35;29;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE EXPLOTACIÓN MINERO KATY;CULTINOR S.A.C.;PRESENCIAL;INSTITUCIÓN EDUCATIVA TITIRE - CENTRO POBLADO TITIRE;MOQUEGUA;20230603;09:00:00;REALIZADO;531;212;319;71;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CP FLOR DE PUNGA;LORETO;20230610;13:00:00;REALIZADO;52;16;36;40;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;MODERNIZACIÓN Y DESARROLLO DEL TERMINAL PORTUARIO MULTIPROPÓSITO DE SALAVERRY;SALAVERRY TERMINAL INTERNACIONAL S.A.  ;PRESENCIAL;"TEATRO MUNICIPAL RICARDO FERNÁNDEZ
CALLE CÓRDOVA 455, SALAVERRY, PROVINCIA DE TRUJILLO, REGIÓN LA LIBERTAD";LA LIBERTAD;20230610;16:00:00;REALIZADO;129;59;70;30;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CP FLOR DE PUNGA;LORETO;20230611;10:00:00;REALIZADO;51;15;36;27;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CP FLOR DE PUNGA;LORETO;20230611;15:00:00;REALIZADO;52;17;35;14;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN FLORIDA;LORETO;20230612;09:00:00;REALIZADO;18;7;11;12;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN SAN JUAN DEL RÍO;LORETO;20230612;16:00:00;REALIZADO;18;5;13;4;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN NUEVO ACURACAY;LORETO;20230613;09:00:00;REALIZADO;23;10;13;4;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN NUEVO ACURACAY;LORETO;20230613;15:00:00;REALIZADO;19;9;10;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL SAN ANTONIO VIEJO;LORETO;20230614;11:00:00;REALIZADO;32;7;25;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN DOCE DE OCTUBRE;LORETO;20230614;16:00:00;REALIZADO;24;7;17;9;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN DOCE DE OCTUBRE;LORETO;20230615;10:00:00;REALIZADO;28;9;19;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN 138 KV PUERTO MALDONADO-IBERIA;PUERTO MALDONADO TRANSMISORA ENERGÍA S.A.C ;NO PRESENCIAL;"SEDE 4: ALERTA     ZOOM
ID 840 4122 9882       RADIO TAHUAMANU (104.9)
FACEBOOK RADIO TAHUAMANU IBERIA
PÁGINA WEB
WWW.RADIOTAHUAMANU.ORG.COM";MADRE DE DIOS;20230615;16:00:00;REALIZADO;0;0;0;24;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CP IBERIA;LORETO;20230616;10:00:00;REALIZADO;60;18;42;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CP IBERIA;LORETO;20230616;15:00:00;REALIZADO;8;2;6;1;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;ELECTRICIDAD;LÍNEA DE TRANSMISIÓN 138 KV PUERTO MALDONADO-IBERIA;PUERTO MALDONADO TRANSMISORA ENERGÍA S.A.C ;NO PRESENCIAL;"SEDE 5: IBERIA     ZOOM
ID 860 0670 4250                RADIO TAHUAMANU (104.9)
FACEBOOK RADIO TAHUAMANU IBERIA
PÁGINA WEB
WWW.RADIOTAHUAMANU.ORG.COM";MADRE DE DIOS;20230616;16:00:00;REALIZADO;0;0;0;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CP IBERIA;LORETO;20230617;09:00:00;REALIZADO;65;26;39;2;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN PUERTO ARCE;LORETO;20230618;10:00:00;REALIZADO;19;9;10;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA COLQUIJIRCA;SOCIEDAD MINERA EL BROCAL S.A.A;MIXTO;"AUDITORIO DE LA COMUNIDAD CAMPESINA HUARAUCACA
FACEBOOK “TALLERES PARTICIPATIVOS – ETAPA DE EVALUACIÓN MEIA COLQUIJIRCA” (HTTPS://WWW.FACEBOOK.COM/TALLERES-PARTICIPATIVOS-ETAPA-DE-EVALUACI%C3%B3NMEIA-COLQUIJIRCA-125124103916863/?MIBEXTID=ZBWKWL)";PASCO;20230619;09:00:00;REALIZADO;36;16;20;28;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CC SAN PEDRO DEL TAPICHE;LORETO;20230620;09:00:00;REALIZADO;37;15;22;28;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CC SAN PEDRO DEL TAPICHE;LORETO;20230620;14:00:00;REALIZADO;26;16;10;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA COLQUIJIRCA;SOCIEDAD MINERA EL BROCAL S.A.A;MIXTO;"COLISEO CERRADO “GRASS SINTÉTICO DE COLQUIJIRCA""
FACEBOOK “TALLERES PARTICIPATIVOS – ETAPA DE EVALUACIÓN MEIA COLQUIJIRCA” (HTTPS://WWW.FACEBOOK.COM/TALLERES-PARTICIPATIVOS-ETAPA-DE-EVALUACI%C3%B3NMEIA-COLQUIJIRCA-125124103916863/?MIBEXTID=ZBWKWL)";PASCO;20230621;09:00:00;REALIZADO;54;33;21;19;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CC PUERTO ANGEL;LORETO;20230621;10:00:00;REALIZADO;38;21;17;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CC PUERTO ANGEL;LORETO;20230621;15:00:00;REALIZADO;25;11;14;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN PALMERA DEL TAPICHE;LORETO;20230622;10:00:00;REALIZADO;43;20;23;91;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE PROSPECCIÓN SÍSMICA DEL LOTE 95.;PETROTAL PERÚ S.R.L.;PRESENCIAL;LOCAL CN PALMERA DEL TAPICHE;LORETO;20230622;15:00:00;REALIZADO;13;4;9;3;20240530
