"ORDEN
ALFABÉTICO";"ORDEN 
PRESUPUESTAL";DEPARTAMENTO;PROVINCIA;GOBIERNOS LOCALES; PIA ; PIM ;Puntaje de PIM; Certificación ; Compromiso Anual ; Atención de Compromiso Mensual  ; Devengado  ; Girado  ;Avance % ;Puntaje de Avance; Población ;Puntaje de Población;TOTAL;;;;;;;;;;;;
10;345;AMAZONAS;BONGARA;010312-300039: MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA; S/-   ; S/437,682 ;3; S/435,359 ; S/424,002 ; S/418,912 ; S/418,912 ; S/418,912 ;95.7;5; S/5,757 ;2;10;;;;;;;;;;;;
761;346;LA LIBERTAD;OTUZCO;130611-301168: MUNICIPALIDAD DISTRITAL DE SALPO; S/-   ; S/325,087 ;3; S/311,249 ; S/311,249 ; S/311,248 ; S/311,248 ; S/311,248 ;95.7;5; S/6,543 ;2;10;;;;;;;;;;;;
368;347;CAJAMARCA;CUTERVO;060610-300614: MUNICIPALIDAD DISTRITAL DE SAN LUIS DE LUCMA; S/-   ; S/333,024 ;3; S/333,024 ; S/317,990 ; S/317,990 ; S/317,990 ; S/317,861 ;95.5;5; S/2,999 ;2;10;;;;;;;;;;;;
1129;348;SAN MARTIN;BELLAVISTA;220202-301708: MUNICIPALIDAD DISTRITAL DE ALTO BIAVO; S/-   ; S/160,250 ;3; S/154,912 ; S/152,590 ; S/152,590 ; S/152,590 ; S/152,590 ;95.2;5; S/9,595 ;2;10;;;;;;;;;;;;
150;349;APURIMAC;ABANCAY;030106-300256: MUNICIPALIDAD DISTRITAL DE LAMBRAMA; S/100,000 ; S/109,271 ;3; S/103,956 ; S/103,956 ; S/103,956 ; S/103,956 ; S/103,956 ;95.1;5; S/2,813 ;2;10;;;;;;;;;;;;
734;350;JUNIN;CHUPACA;120908-301125: MUNICIPALIDAD DISTRITAL DE TRES DE DICIEMBRE; S/-   ; S/347,908 ;3; S/331,481 ; S/331,023 ; S/331,023 ; S/331,023 ; S/329,523 ;95.1;5; S/3,114 ;2;10;;;;;;;;;;;;
1122;351;PUNO;YUNGUYO;211304-301697: MUNICIPALIDAD DISTRITAL DE CUTURAPI; S/5,000 ; S/106,912 ;3; S/101,712 ; S/101,712 ; S/101,712 ; S/101,712 ; S/101,712 ;95.1;5; S/1,344 ;2;10;;;;;;;;;;;;
1180;352;TUMBES;TUMBES;240104-301807: MUNICIPALIDAD DISTRITAL DE PAMPAS DE HOSPITAL; S/-   ; S/237,997 ;3; S/227,469 ; S/226,611 ; S/226,538 ; S/226,008 ; S/225,705 ;95;5; S/7,578 ;2;10;;;;;;;;;;;;
154;353;APURIMAC;ANDAHUAYLAS;030204-300263: MUNICIPALIDAD DISTRITAL DE HUANCARAMA; S/-   ; S/281,603 ;3; S/267,028 ; S/267,028 ; S/267,028 ; S/267,028 ; S/267,028 ;94.8;5; S/5,070 ;2;10;;;;;;;;;;;;
530;354;HUANCAVELICA;ANGARAES;090309-300825: MUNICIPALIDAD DISTRITAL DE JULCAMARCA; S/-   ; S/345,012 ;3; S/331,600 ; S/326,596 ; S/326,596 ; S/326,596 ; S/326,596 ;94.7;5; S/1,929 ;2;10;;;;;;;;;;;;
707;355;JUNIN;JUNIN;120503-301088: MUNICIPALIDAD DISTRITAL DE ONDORES; S/200,000 ; S/226,493 ;3; S/213,998 ; S/213,998 ; S/213,998 ; S/213,998 ; S/213,998 ;94.5;5; S/1,075 ;2;10;;;;;;;;;;;;
420;356;CUSCO ;CUSCO;080107-300690: MUNICIPALIDAD DISTRITAL DE SAYLLA; S/-   ; S/468,111 ;3; S/443,090 ; S/442,437 ; S/441,937 ; S/441,933 ; S/441,933 ;94.4;5; S/8,338 ;2;10;;;;;;;;;;;;
523;357;HUANCAVELICA;ACOBAMBA;090203-300811: MUNICIPALIDAD DISTRITAL DE ANTA; S/-   ; S/477,654 ;3; S/476,941 ; S/469,573 ; S/469,573 ; S/450,984 ; S/449,758 ;94.4;5; S/4,483 ;2;10;;;;;;;;;;;;
984;358;PIURA;HUANCABAMBA;200303-301550: MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA; S/-   ; S/42,500 ;2; S/42,500 ; S/40,000 ; S/40,000 ; S/40,000 ; S/40,000 ;94.1;5; S/11,186 ;3;10;;;;;;;;;;;;
1145;359;SAN MARTIN;PICOTA;220708-301747: MUNICIPALIDAD DISTRITAL DE SHAMBOYACU; S/-   ; S/90,597 ;2; S/90,596 ; S/85,109 ; S/85,109 ; S/85,109 ; S/85,109 ;93.9;5; S/10,440 ;3;10;;;;;;;;;;;;
349;360;CAJAMARCA;CHOTA;060403-300580: MUNICIPALIDAD DISTRITAL DE CHADIN; S/56,098 ; S/392,698 ;3; S/366,280 ; S/366,280 ; S/366,280 ; S/366,280 ; S/365,875 ;93.3;5; S/3,632 ;2;10;;;;;;;;;;;;
1021;361;PUNO;PUNO;210105-301597: MUNICIPALIDAD DISTRITAL DE CAPACHICA; S/24,000 ; S/139,040 ;3; S/129,717 ; S/129,717 ; S/129,717 ; S/129,717 ; S/129,717 ;93.3;5; S/7,167 ;2;10;;;;;;;;;;;;
250;362;AREQUIPA;CASTILLA;040407-300387: MUNICIPALIDAD DISTRITAL DE HUANCARQUI; S/-   ; S/214,940 ;3; S/199,907 ; S/199,907 ; S/199,907 ; S/199,907 ; S/199,907 ;93;5; S/1,586 ;2;10;;;;;;;;;;;;
603;363;HUANUCO;MARANON;100703-300936: MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA; S/50,000 ; S/415,407 ;3; S/386,204 ; S/386,204 ; S/386,204 ; S/386,204 ; S/386,204 ;93;5; S/2,097 ;2;10;;;;;;;;;;;;
383;364;CAJAMARCA;JAEN;060811-300633: MUNICIPALIDAD DISTRITAL DE SAN JOSE DEL ALTO; S/-   ; S/159,918 ;3; S/159,915 ; S/148,289 ; S/148,289 ; S/148,289 ; S/148,289 ;92.7;5; S/8,050 ;2;10;;;;;;;;;;;;
541;365;HUANCAVELICA;CHURCAMPA;090507-300848: MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA; S/231,367 ; S/163,869 ;3; S/151,868 ; S/151,868 ; S/151,868 ; S/151,868 ; S/151,868 ;92.7;5; S/4,362 ;2;10;;;;;;;;;;;;
1175;366;TACNA;TARATA;230401-301796: MUNICIPALIDAD PROVINCIAL DE TARATA; S/5,000 ; S/156,138 ;3; S/148,200 ; S/148,200 ; S/148,154 ; S/144,699 ; S/144,699 ;92.7;5; S/6,140 ;2;10;;;;;;;;;;;;
392;367;CAJAMARCA;SAN MARCOS;061005-300646: MUNICIPALIDAD DISTRITAL DE ICHOCAN; S/-   ; S/257,000 ;3; S/257,000 ; S/252,000 ; S/238,049 ; S/238,049 ; S/238,049 ;92.6;5; S/1,971 ;2;10;;;;;;;;;;;;
852;368;LIMA;LIMA;150139-301288: MUNICIPALIDAD DISTRITAL DE SANTA ROSA; S/155,961 ; S/65,124 ;2; S/60,594 ; S/60,294 ; S/60,294 ; S/60,294 ; S/60,294 ;92.6;5; S/37,940 ;3;10;;;;;;;;;;;;
121;369;ANCASH;RECUAY;021702-300215: MUNICIPALIDAD DISTRITAL DE CATAC; S/-   ; S/219,827 ;3; S/202,805 ; S/202,805 ; S/202,805 ; S/202,805 ; S/202,805 ;92.3;5; S/4,060 ;2;10;;;;;;;;;;;;
181;370;APURIMAC;CHINCHEROS;030606-300314: MUNICIPALIDAD DISTRITAL DE ONGOY; S/191,916 ; S/241,756 ;3; S/231,278 ; S/221,779 ; S/221,779 ; S/221,779 ; S/221,431 ;91.7;5; S/2,352 ;2;10;;;;;;;;;;;;
391;371;CAJAMARCA;SAN MARCOS;061003-300644: MUNICIPALIDAD DISTRITAL DE EDUARDO VILLANUEVA; S/-   ; S/255,777 ;3; S/233,999 ; S/233,999 ; S/233,999 ; S/233,999 ; S/233,999 ;91.5;5; S/3,039 ;2;10;;;;;;;;;;;;
151;372;APURIMAC;ABANCAY;030109-300259: MUNICIPALIDAD DISTRITAL DE TAMBURCO; S/40,000 ; S/90,311 ;2; S/82,431 ; S/82,431 ; S/82,431 ; S/82,431 ; S/82,431 ;91.3;5; S/12,386 ;3;10;;;;;;;;;;;;
592;373;HUANUCO;HUAMALIES;100505-300920: MUNICIPALIDAD DISTRITAL DE JIRCAN; S/-   ; S/408,714 ;3; S/408,692 ; S/375,029 ; S/373,029 ; S/373,029 ; S/373,029 ;91.3;5; S/1,249 ;2;10;;;;;;;;;;;;
987;374;PIURA;HUANCABAMBA;200308-301555: MUNICIPALIDAD DISTRITAL DE SONDORILLO; S/-   ; S/26,077 ;2; S/26,076 ; S/23,795 ; S/23,795 ; S/23,795 ; S/23,795 ;91.3;5; S/10,162 ;3;10;;;;;;;;;;;;
132;375;ANCASH;SANTA;021807-300230: MUNICIPALIDAD DISTRITAL DE SAMANCO; S/100,000 ; S/229,712 ;3; S/229,712 ; S/209,356 ; S/209,356 ; S/209,356 ; S/209,356 ;91.1;5; S/5,225 ;2;10;;;;;;;;;;;;
404;376;CAJAMARCA;SAN PABLO;061202-300663: MUNICIPALIDAD DISTRITAL DE SAN BERNARDINO; S/-   ; S/143,482 ;3; S/136,104 ; S/130,157 ; S/129,971 ; S/129,971 ; S/129,971 ;90.6;5; S/4,578 ;2;10;;;;;;;;;;;;
496;377;CUSCO ;QUISPICANCHIS;081204-300776: MUNICIPALIDAD DISTRITAL DE CCARHUAYO; S/350,000 ; S/436,500 ;3; S/422,933 ; S/394,943 ; S/394,943 ; S/394,943 ; S/394,943 ;90.5;5; S/3,156 ;2;10;;;;;;;;;;;;
157;378;APURIMAC;ANDAHUAYLAS;030208-300267: MUNICIPALIDAD DISTRITAL DE PACOBAMBA; S/18,000 ; S/197,735 ;3; S/196,052 ; S/195,957 ; S/178,814 ; S/178,814 ; S/178,814 ;90.4;5; S/3,334 ;2;10;;;;;;;;;;;;
1098;379;PUNO;MOHO;210904-301675: MUNICIPALIDAD DISTRITAL DE TILALI; S/145,697 ; S/245,343 ;3; S/243,865 ; S/221,872 ; S/221,872 ; S/221,871 ; S/221,871 ;90.4;5; S/2,512 ;2;10;;;;;;;;;;;;
378;380;CAJAMARCA;JAEN;060806-300628: MUNICIPALIDAD DISTRITAL DE LAS PIRIAS; S/229,872 ; S/586,030 ;4; S/559,024 ; S/537,912 ; S/537,912 ; S/526,335 ; S/525,798 ;89.8;4; S/4,643 ;2;10;;;;;;;;;;;;
801;381;LAMBAYEQUE;CHICLAYO;140113-301224: MUNICIPALIDAD DISTRITAL DE REQUE; S/15,000 ; S/295,983 ;3; S/294,482 ; S/265,634 ; S/265,634 ; S/265,634 ; S/265,634 ;89.7;4; S/17,794 ;3;10;;;;;;;;;;;;
401;382;CAJAMARCA;SAN MIGUEL;061112-300660: MUNICIPALIDAD DISTRITAL DE TONGOD; S/245,997 ; S/735,538 ;4; S/732,536 ; S/671,509 ; S/664,857 ; S/654,324 ; S/654,324 ;89;4; S/2,530 ;2;10;;;;;;;;;;;;
441;383;CUSCO ;CALCA;080408-300715: MUNICIPALIDAD DISTRITAL DE YANATILE; S/10,000 ; S/553,632 ;4; S/491,830 ; S/491,830 ; S/491,830 ; S/491,830 ; S/491,830 ;88.8;4; S/9,473 ;2;10;;;;;;;;;;;;
1046;384;PUNO;AZANGARO;210215-301622: MUNICIPALIDAD DISTRITAL DE TIRAPATA; S/30,000 ; S/504,350 ;4; S/504,350 ; S/475,764 ; S/467,747 ; S/439,747 ; S/439,747 ;87.2;4; S/2,967 ;2;10;;;;;;;;;;;;
522;385;HUANCAVELICA;ACOBAMBA;090202-300810: MUNICIPALIDAD DISTRITAL DE ANDABAMBA; S/-   ; S/702,354 ;4; S/649,866 ; S/638,348 ; S/638,348 ; S/606,505 ; S/596,967 ;86.4;4; S/3,171 ;2;10;;;;;;;;;;;;
631;386;ICA;ICA;110112-300971: MUNICIPALIDAD DISTRITAL DE SUBTANJALLA; S/13,500 ; S/284,700 ;3; S/284,700 ; S/245,302 ; S/245,302 ; S/245,302 ; S/245,302 ;86.2;4; S/32,666 ;3;10;;;;;;;;;;;;
502;387;CUSCO ;QUISPICANCHIS;081211-300783: MUNICIPALIDAD DISTRITAL DE OROPESA; S/-   ; S/238,869 ;3; S/203,096 ; S/203,096 ; S/203,096 ; S/203,096 ; S/203,096 ;85;4; S/11,563 ;3;10;;;;;;;;;;;;
302;388;AYACUCHO;LA MAR;050509-301848: MUNICIPALIDAD DISTRITAL DE SAMUGARI; S/141,000 ; S/129,862 ;3; S/129,227 ; S/109,677 ; S/109,677 ; S/109,677 ; S/109,677 ;84.5;4; S/10,997 ;3;10;;;;;;;;;;;;
50;389;ANCASH;ANTONIO RAIMONDI;020305-300106: MUNICIPALIDAD DISTRITAL DE MIRGAS; S/-   ; S/832,525 ;4; S/831,880 ; S/712,144 ; S/712,144 ; S/696,483 ; S/669,909 ;83.7;4; S/4,135 ;2;10;;;;;;;;;;;;
794;390;LAMBAYEQUE;CHICLAYO;140102-301213: MUNICIPALIDAD DISTRITAL DE CHONGOYAPE; S/-   ; S/382,091 ;3; S/350,845 ; S/318,608 ; S/318,608 ; S/317,408 ; S/317,408 ;83.1;4; S/19,629 ;3;10;;;;;;;;;;;;
540;391;HUANCAVELICA;CHURCAMPA;090506-300847: MUNICIPALIDAD DISTRITAL DE LOCROJA; S/-   ; S/546,090 ;4; S/451,519 ; S/451,519 ; S/451,519 ; S/451,519 ; S/451,519 ;82.7;4; S/3,464 ;2;10;;;;;;;;;;;;
791;392;LA LIBERTAD;VIRU;131201-301209: MUNICIPALIDAD PROVINCIAL DE VIRU; S/10,000 ; S/89,500 ;2; S/87,500 ; S/87,500 ; S/87,500 ; S/74,060 ; S/74,060 ;82.7;4; S/58,418 ;4;10;;;;;;;;;;;;
303;393;AYACUCHO;LA MAR;050507-300477: MUNICIPALIDAD DISTRITAL DE SANTA ROSA; S/-   ; S/113,128 ;3; S/98,299 ; S/98,299 ; S/92,785 ; S/92,785 ; S/92,785 ;82;4; S/12,686 ;3;10;;;;;;;;;;;;
143;394;ANCASH;YUNGAY;022005-300247: MUNICIPALIDAD DISTRITAL DE QUILLO; S/-   ; S/307,328 ;3; S/307,328 ; S/250,334 ; S/250,334 ; S/250,334 ; S/250,334 ;81.5;4; S/13,137 ;3;10;;;;;;;;;;;;
429;395;CUSCO ;ANTA;080303-300701: MUNICIPALIDAD DISTRITAL DE CACHIMAYO; S/124,788 ; S/792,082 ;4; S/668,594 ; S/668,594 ; S/668,594 ; S/643,375 ; S/643,375 ;81.2;4; S/2,742 ;2;10;;;;;;;;;;;;
1135;396;SAN MARTIN;LAMAS;220501-301724: MUNICIPALIDAD PROVINCIAL DE LAMAS; S/-   ; S/50,547 ;2; S/49,974 ; S/41,060 ; S/41,060 ; S/41,060 ; S/41,060 ;81.2;4; S/88,637 ;4;10;;;;;;;;;;;;
1004;397;PIURA;SULLANA;200604-301576: MUNICIPALIDAD DISTRITAL DE LANCONES; S/155,458 ; S/221,889 ;3; S/188,827 ; S/184,137 ; S/179,810 ; S/179,810 ; S/179,810 ;81;4; S/12,119 ;3;10;;;;;;;;;;;;
763;398;LA LIBERTAD;PACASMAYO;130702-301172: MUNICIPALIDAD DISTRITAL DE GUADALUPE; S/70,000 ; S/128,650 ;3; S/128,649 ; S/103,649 ; S/103,649 ; S/103,649 ; S/103,649 ;80.6;4; S/44,119 ;3;10;;;;;;;;;;;;
431;399;CUSCO ;ANTA;080305-300703: MUNICIPALIDAD DISTRITAL DE HUAROCONDO; S/225,236 ; S/610,236 ;4; S/526,313 ; S/503,265 ; S/495,015 ; S/490,991 ; S/490,991 ;80.5;4; S/4,634 ;2;10;;;;;;;;;;;;
655;400;ICA;PISCO;110505-300999: MUNICIPALIDAD DISTRITAL DE PARACAS; S/17,058 ; S/616,829 ;4; S/503,120 ; S/503,120 ; S/503,120 ; S/494,120 ; S/494,120 ;80.1;4; S/9,011 ;2;10;;;;;;;;;;;;
225;401;AREQUIPA;AREQUIPA;040125-300355: MUNICIPALIDAD DISTRITAL DE VITOR; S/-   ; S/1,301,201 ;5; S/1,225,101 ; S/1,223,065 ; S/1,033,497 ; S/1,033,497 ; S/1,033,497 ;79.4;3; S/4,506 ;2;10;;;;;;;;;;;;
1060;402;PUNO;CHUCUITO;210404-301636: MUNICIPALIDAD DISTRITAL DE KELLUYO; S/404,919 ; S/1,131,010 ;5; S/936,504 ; S/932,105 ; S/898,607 ; S/896,547 ; S/895,782 ;79.3;3; S/6,411 ;2;10;;;;;;;;;;;;
241;403;AREQUIPA;CARAVELI;040308-300375: MUNICIPALIDAD DISTRITAL DE CHAPARRA; S/-   ; S/1,626,758 ;5; S/1,295,774 ; S/1,295,374 ; S/1,286,849 ; S/1,286,849 ; S/1,286,849 ;79.1;3; S/3,613 ;2;10;;;;;;;;;;;;
176;404;APURIMAC;AYMARAES;030414-300299: MUNICIPALIDAD DISTRITAL DE TAPAIRIHUA; S/-   ; S/1,119,700 ;5; S/1,037,334 ; S/902,770 ; S/880,741 ; S/880,738 ; S/880,453 ;78.7;3; S/1,901 ;2;10;;;;;;;;;;;;
36;405;AMAZONAS;LUYA;010501-300043: MUNICIPALIDAD PROVINCIAL DE LUYA - LAMUD; S/1,000,000 ; S/1,171,506 ;5; S/1,171,506 ; S/1,171,301 ; S/959,966 ; S/909,179 ; S/908,904 ;77.6;3; S/4,118 ;2;10;;;;;;;;;;;;
954;406;PASCO;PASCO;190109-301509: MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR; S/10,000 ; S/1,557,348 ;5; S/1,495,706 ; S/1,206,215 ; S/1,206,215 ; S/1,206,215 ; S/1,206,215 ;77.5;3; S/9,465 ;2;10;;;;;;;;;;;;
462;407;CUSCO ;CHUMBIVILCAS;080708-300739: MUNICIPALIDAD DISTRITAL DE VELILLE; S/249,560 ; S/4,990,298 ;5; S/4,496,533 ; S/3,863,553 ; S/3,859,133 ; S/3,851,662 ; S/3,774,532 ;77.2;3; S/8,472 ;2;10;;;;;;;;;;;;
189;408;APURIMAC;COTABAMBA;030504-300306: MUNICIPALIDAD DISTRITAL DE HAQUIRA; S/-   ; S/1,836,417 ;5; S/1,736,388 ; S/1,415,055 ; S/1,415,055 ; S/1,415,055 ; S/1,415,055 ;77.1;3; S/9,712 ;2;10;;;;;;;;;;;;
464;409;CUSCO ;ESPINAR;080803-300742: MUNICIPALIDAD DISTRITAL DE COPORAQUE; S/576,354 ; S/1,055,721 ;5; S/819,491 ; S/815,891 ; S/815,891 ; S/812,639 ; S/812,639 ;77;3; S/9,824 ;2;10;;;;;;;;;;;;
321;410;AYACUCHO;PAUCAR DEL SARA SARA;050806-300513: MUNICIPALIDAD DISTRITAL DE OYOLO; S/-   ; S/2,004,193 ;5; S/1,901,001 ; S/1,513,388 ; S/1,513,388 ; S/1,513,388 ; S/1,513,388 ;75.5;3; S/1,647 ;2;10;;;;;;;;;;;;
457;411;CUSCO ;CHUMBIVILCAS;080703-300734: MUNICIPALIDAD DISTRITAL DE CHAMACA; S/-   ; S/1,569,267 ;5; S/1,475,207 ; S/1,210,177 ; S/1,178,251 ; S/1,178,251 ; S/1,178,251 ;75.1;3; S/6,503 ;2;10;;;;;;;;;;;;
94;412;ANCASH;HUARI;021015-300164: MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHANA; S/-   ; S/2,246,834 ;5; S/1,688,346 ; S/1,683,174 ; S/1,683,174 ; S/1,683,174 ; S/1,683,174 ;74.9;3; S/2,694 ;2;10;;;;;;;;;;;;
246;413;AREQUIPA;CARAVELI;040301-300368: MUNICIPALIDAD PROVINCIAL DE CARAVELI; S/-   ; S/1,027,513 ;5; S/789,945 ; S/786,845 ; S/786,845 ; S/756,204 ; S/756,204 ;73.6;3; S/4,227 ;2;10;;;;;;;;;;;;
588;414;HUANUCO;HUAMALIES;100501-300916: MUNICIPALIDAD PROVINCIAL DE HUAMALIES - LLATA; S/-   ; S/879,311 ;4; S/879,310 ; S/636,956 ; S/636,956 ; S/636,956 ; S/636,956 ;72.4;3; S/13,718 ;3;10;;;;;;;;;;;;
286;415;AREQUIPA;LA UNION;040801-300429: MUNICIPALIDAD PROVINCIAL DE LA UNION - COTAHUASI; S/300,000 ; S/833,513 ;4; S/629,817 ; S/623,349 ; S/612,749 ; S/599,849 ; S/599,849 ;72;3; S/12,797 ;3;10;;;;;;;;;;;;
262;416;AREQUIPA;CAYLLOMA;040520-300414: MUNICIPALIDAD DISTRITAL DE MAJES; S/110,282 ; S/215,282 ;3; S/159,139 ; S/155,139 ; S/153,541 ; S/153,541 ; S/153,541 ;71.3;3; S/70,780 ;4;10;;;;;;;;;;;;
1107;417;PUNO;SAN ROMAN;211104-301684: MUNICIPALIDAD DISTRITAL DE CARACOTO; S/633,184 ; S/4,729,984 ;5; S/4,726,334 ; S/3,511,152 ; S/3,510,652 ; S/3,354,060 ; S/3,343,510 ;70.9;3; S/7,479 ;2;10;;;;;;;;;;;;
1102;418;PUNO;SAN ANTONIO DE PUTINA;211004-301679: MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU; S/520,000 ; S/2,527,405 ;5; S/2,012,689 ; S/1,754,004 ; S/1,754,004 ; S/1,754,004 ; S/1,754,004 ;69.4;3; S/5,541 ;2;10;;;;;;;;;;;;
92;419;ANCASH;HUARI;021013-300162: MUNICIPALIDAD DISTRITAL DE RAPAYAN; S/890,000 ; S/3,097,785 ;5; S/3,097,783 ; S/2,115,733 ; S/2,115,733 ; S/2,115,733 ; S/2,115,733 ;68.3;3; S/1,461 ;2;10;;;;;;;;;;;;
91;420;ANCASH;HUARI;021011-300160: MUNICIPALIDAD DISTRITAL DE PONTO; S/2,956,237 ; S/1,550,770 ;5; S/1,550,769 ; S/1,054,062 ; S/1,054,062 ; S/1,054,062 ; S/1,054,062 ;68;3; S/2,725 ;2;10;;;;;;;;;;;;
488;421;CUSCO ;PARURO;081006-300763: MUNICIPALIDAD DISTRITAL DE OMACHA; S/300,000 ; S/3,332,475 ;5; S/2,599,797 ; S/2,243,075 ; S/2,243,075 ; S/2,233,275 ; S/2,201,275 ;67;3; S/5,842 ;2;10;;;;;;;;;;;;
684;422;JUNIN;CHANCHAMAYO;120302-301047: MUNICIPALIDAD DISTRITAL DE PERENE; S/-   ; S/201,721 ;3; S/201,720 ; S/201,720 ; S/201,720 ; S/135,120 ; S/135,120 ;67;3; S/60,225 ;4;10;;;;;;;;;;;;
336;423;CAJAMARCA;CAJAMARCA;060108-300556: MUNICIPALIDAD DISTRITAL DE LOS BA¥OS DEL INCA; S/1,500 ; S/199,014 ;3; S/197,513 ; S/161,728 ; S/161,728 ; S/129,615 ; S/129,615 ;65.1;3; S/53,298 ;4;10;;;;;;;;;;;;
187;424;APURIMAC;COTABAMBA;030502-300304: MUNICIPALIDAD DISTRITAL DE COTABAMBAS; S/-   ; S/2,124,544 ;5; S/1,949,544 ; S/1,595,934 ; S/1,367,979 ; S/1,358,262 ; S/1,358,262 ;63.9;3; S/4,052 ;2;10;;;;;;;;;;;;
452;425;CUSCO ;CANCHIS;080604-300727: MUNICIPALIDAD DISTRITAL DE MARANGANI; S/202,000 ; S/681,297 ;4; S/620,133 ; S/544,125 ; S/544,125 ; S/434,125 ; S/434,125 ;63.7;3; S/10,399 ;3;10;;;;;;;;;;;;
491;426;CUSCO ; PAUCARTAMBO;081102-300768: MUNICIPALIDAD DISTRITAL DE CAICAY; S/104,675 ; S/1,244,038 ;5; S/1,119,200 ; S/790,847 ; S/790,847 ; S/790,847 ; S/790,847 ;63.6;3; S/3,050 ;2;10;;;;;;;;;;;;
108;427;ANCASH;MARISCAL LUZURIAGA;021301-300181: MUNICIPALIDAD PROVINCIAL DE MARISCAL LUZURIAGA - PISCOBAMBA; S/-   ; S/910,162 ;4; S/910,160 ; S/573,999 ; S/573,999 ; S/573,999 ; S/573,999 ;63.1;3; S/21,787 ;3;10;;;;;;;;;;;;
448;428;CUSCO ;CANAS;080508-300723: MUNICIPALIDAD DISTRITAL DE TUPAC AMARU; S/342,375 ; S/1,174,120 ;5; S/894,856 ; S/737,519 ; S/737,519 ; S/737,519 ; S/737,519 ;62.8;3; S/2,620 ;2;10;;;;;;;;;;;;
677;429;JUNIN;CONCEPCION;120206-301036: MUNICIPALIDAD DISTRITAL DE COMAS; S/-   ; S/1,003,702 ;5; S/989,793 ; S/623,937 ; S/623,937 ; S/623,937 ; S/623,937 ;62.2;3; S/5,369 ;2;10;;;;;;;;;;;;
164;430;APURIMAC;ANDAHUAYLAS;030218-300277: MUNICIPALIDAD DISTRITAL DE TURPO; S/-   ; S/1,019,205 ;5; S/629,541 ; S/629,541 ; S/629,541 ; S/629,541 ; S/629,541 ;61.8;3; S/3,736 ;2;10;;;;;;;;;;;;
267;431;AREQUIPA;CONDESUYOS;040603-300417: MUNICIPALIDAD DISTRITAL DE CAYARANI; S/-   ; S/1,197,979 ;5; S/1,040,221 ; S/740,262 ; S/740,262 ; S/740,262 ; S/740,262 ;61.8;3; S/3,275 ;2;10;;;;;;;;;;;;
1114;432;PUNO;SANDIA;211206-301690: MUNICIPALIDAD DISTRITAL DE QUIACA; S/412,678 ; S/2,010,012 ;5; S/1,729,360 ; S/1,213,858 ; S/1,213,858 ; S/1,213,858 ; S/1,213,858 ;60.4;3; S/2,308 ;2;10;;;;;;;;;;;;
1033;433;PUNO;AZANGARO;210202-301609: MUNICIPALIDAD DISTRITAL DE ACHAYA; S/-   ; S/1,864,705 ;5; S/1,833,458 ; S/1,133,458 ; S/1,124,958 ; S/1,124,958 ; S/1,124,958 ;60.3;3; S/2,782 ;2;10;;;;;;;;;;;;
738;434;LA LIBERTAD;TRUJILLO;130105-301131: MUNICIPALIDAD DISTRITAL DE LA ESPERANZA; S/903,240 ; S/187,087 ;3; S/187,085 ; S/104,944 ; S/104,239 ; S/104,239 ; S/104,239 ;55.7;2; S/224,427 ;5;10;;;;;;;;;;;;
484;435;CUSCO ;PARURO;081001-300758: MUNICIPALIDAD PROVINCIAL DE PARURO; S/9,000 ; S/1,424,706 ;5; S/1,144,567 ; S/830,067 ; S/765,974 ; S/765,974 ; S/746,010 ;53.8;2; S/26,644 ;3;10;;;;;;;;;;;;
630;436;ICA;ICA;110111-300970: MUNICIPALIDAD DISTRITAL DE SANTIAGO; S/397,401 ; S/3,110,645 ;5; S/3,092,044 ; S/2,833,996 ; S/1,688,123 ; S/1,646,915 ; S/1,646,915 ;52.9;2; S/30,933 ;3;10;;;;;;;;;;;;
814;437;LAMBAYEQUE;LAMBAYEQUE;140306-301243: MUNICIPALIDAD DISTRITAL DE MORROPE; S/35,900 ; S/510,029 ;4; S/289,485 ; S/263,487 ; S/263,487 ; S/263,487 ; S/263,487 ;51.7;2; S/56,131 ;4;10;;;;;;;;;;;;
998;438;PIURA;PAITA;200505-301570: MUNICIPALIDAD DISTRITAL DE LA HUACA; S/72,883 ; S/1,569,387 ;5; S/1,534,961 ; S/775,662 ; S/768,361 ; S/768,361 ; S/768,361 ;49;2; S/12,950 ;3;10;;;;;;;;;;;;
69;439;ANCASH;CARHUAZ;020601-300125: MUNICIPALIDAD PROVINCIAL DE CARHUAZ; S/937,093 ; S/4,632,070 ;5; S/4,625,842 ; S/2,060,805 ; S/2,060,805 ; S/2,060,805 ; S/2,060,805 ;44.5;2; S/16,675 ;3;10;;;;;;;;;;;;
685;440;JUNIN;CHANCHAMAYO;120303-301048: MUNICIPALIDAD DISTRITAL DE PICHANAQUI; S/1,800,000 ; S/5,169,749 ;5; S/3,950,266 ; S/3,924,856 ; S/2,176,258 ; S/2,176,258 ; S/2,176,258 ;42.1;2; S/42,869 ;3;10;;;;;;;;;;;;
